# relative frequency (MHz), data intensity (counts), fit residuals (counts), data uncertainty (counts)
-3.314464460730552673e+03, 2.850000000000000000e+02, -2.298081031726758283e+01, 1.688194301613413373e+01
-3.317729681968688965e+03, 2.510000000000000000e+02, 9.546115707533147088e+00, 1.584297951775485913e+01
-3.320995040655136108e+03, 2.440000000000000000e+02, 1.515067297157798976e+01, 1.562049935181330795e+01
-3.324260420322418213e+03, 2.190000000000000000e+02, 3.882752492300920721e+01, 1.479864858694874208e+01
-3.327525703787803650e+03, 2.780000000000000000e+02, -2.142821507078741661e+01, 1.667333200053306541e+01
-3.330791124701499939e+03, 2.610000000000000000e+02, -5.621153609105874693e+00, 1.615549442140351033e+01
-3.334056566476821899e+03, 2.560000000000000000e+02, -1.755388821147420231e+00, 1.600000000000000000e+01
-3.337322028875350952e+03, 2.370000000000000000e+02, 1.616527164965606289e+01, 1.539480431834065222e+01
-3.340587395310401917e+03, 2.820000000000000000e+02, -2.986263993710005593e+01, 1.679285562374666441e+01
-3.343852899312973022e+03, 2.780000000000000000e+02, -2.684242509030582369e+01, 1.667333200053306541e+01
-3.347118307352066040e+03, 2.490000000000000000e+02, 1.223008269811487025e+00, 1.577973383805949936e+01
-3.350383852720260620e+03, 2.420000000000000000e+02, 7.330842243167580818e+00, 1.555634918610404505e+01
-3.353649419069290161e+03, 2.520000000000000000e+02, -3.521433730528201522e+00, 1.587450786638754430e+01
-3.356914889216423035e+03, 2.650000000000000000e+02, -1.733614749182379455e+01, 1.627882059609970611e+01
-3.360180496931076050e+03, 2.740000000000000000e+02, -2.711554199189760084e+01, 1.655294535724684835e+01
-3.363446125507354736e+03, 2.310000000000000000e+02, 1.513838479450708974e+01, 1.519868415357066382e+01
-3.366711774706840515e+03, 2.550000000000000000e+02, -9.576251233626891235e+00, 1.596871942267131139e+01
-3.369977327823638916e+03, 2.170000000000000000e+02, 2.773882129258527129e+01, 1.473091986265623454e+01
-3.373243018627166748e+03, 2.500000000000000000e+02, -5.918078522068668690e+00, 1.581138830084189628e+01
-3.376508730053901672e+03, 2.310000000000000000e+02, 1.245155332061455056e+01, 1.519868415357066382e+01
